x1,deal_number,acquiror_name,target_name,deal_type,deal_status,deal_value_th_usd,announced_date,completed_date,withdrawn_date_10,withdrawn_date_11,initial_stake_percent,acquired_stake_percent,target_ticker,target_stock_exchange_s_listed,deal_completed,cik,sec_name
99,1941074877,MARRIOTT VACATIONS WORLDWIDE CORPORATION,ILG INC.,Acquisition 100%,Completed,4700000,2018-04-30T00:00:00Z,2018-09-01T00:00:00Z,NA,NA,0.00000,100.00000,ILG,NASDAQ National Market,1,NA,NA
100,1941095474,GSHGIF DOWNREIT LP,EDUCATION REALTY TRUST INC.,Acquisition 100%,Completed,4600000,2018-06-25T00:00:00Z,2018-09-20T00:00:00Z,NA,NA,0.00000,100.00000,EDR,NASDAQ OMX PHLX,1,NA,NA
101,1909556125,INSTITUTIONAL INVESTORS,WESTINGHOUSE ELECTRIC COMPANY LLC,Acquisition 100%,Completed,4600000,2018-01-04T00:00:00Z,2018-08-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
102,1941101738,LONE STAR REAL ESTATE FUND V (US) LP,CORAL HOMES SL,Institutional buy-out 80%,Completed,4522316.14963493,2018-06-28T00:00:00Z,2018-12-20T00:00:00Z,NA,NA,0.00000,80.00000,NA,NA,1,NA,NA
103,1941053380,"CARLYLE GROUP LP, THE",COMPANIA ESPANOLA DE PETROLEOS SA,Minority stake 37%,Completed,4411211.01732471,2019-04-08T00:00:00Z,2019-10-15T00:00:00Z,NA,NA,0.00000,37.00000,CEP,Bolsa de Madrid,1,0001865602,"Cantor Equity Partners, Inc."
104,1909598937,WALGREENS BOOTS ALLIANCE INC.,"RITE AID CORPORATION'S 1,932 STORES, 3 DISTRIBUTION CENTRES AND RELATED INVENTORY",Acquisition 100%,Completed Assumed,4375000,2017-06-29T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
105,1941146643,AQUA AMERICA INC.,LDC FUNDING LLC,Acquisition 100%,Completed Assumed,4275000,2018-10-22T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
106,1941017936,"BOEING COMPANY, THE",KLX INC.,Acquisition 100%,Completed,4250000,2018-05-01T00:00:00Z,2018-10-09T00:00:00Z,NA,NA,0.00000,100.00000,KLXI,NASDAQ National Market,1,NA,NA
107,1941184688,BERRY GLOBAL INTERNATIONAL HOLDINGS LTD,RPC GROUP PLC,Acquisition 100%,Completed,4241442.73217033,2019-03-08T00:00:00Z,2019-07-01T00:00:00Z,NA,NA,0.00000,100.00000,RPC,Pink Sheets Grey Market,1,NA,NA
108,1941106648,UPL CORPORATION LTD,ARYSTA LIFESCIENCE INC.,Acquisition 100%,Completed,4200000,2018-07-20T00:00:00Z,2019-01-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
109,1941014563,WCAS MANAGEMENT CORPORATION,KINDRED HEALTHCARE INC.,Institutional buy-out 100%,Completed,4100000,2017-12-19T00:00:00Z,2018-07-02T00:00:00Z,NA,NA,0.00000,100.00000,KND,NASDAQ National Market,1,NA,NA
110,1941153165,WESTERN MIDSTREAM OPERATING LP,DBM OIL SERVICES LLC,Acquisition unknown%,Completed,4015000,2018-11-08T00:00:00Z,2019-02-28T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,APC WATER HOLDINGS I LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,ANADARKO WATTENBERG OIL COMPLEX LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,ANADARKO DJ OIL PIPELINE LLC,NA,NA,NA,NA,NA,NA,NA,Unknown %,Unknown %,NA,NA,0,NA,NA
NA,NA,NA,ANADARKO DJ GAS PROCESSING LLC,NA,NA,NA,NA,NA,NA,NA,Unknown %,Unknown %,NA,NA,0,NA,NA
NA,NA,NA,WAMSUTTER PIPELINE LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,ANADARKO PECOS MIDSTREAM LLC,NA,NA,NA,NA,NA,NA,NA,Unknown %,Unknown %,NA,NA,0,NA,NA
NA,NA,NA,ANADARKO MI VIDA LLC,NA,NA,NA,NA,NA,NA,NA,Unknown %,Unknown %,NA,NA,0,NA,NA
NA,NA,NA,SADDLEHORN PIPELINE COMPANY LLC,NA,NA,NA,NA,NA,NA,NA,Unknown %,20.00000,NA,NA,0,NA,NA
NA,NA,NA,PANOLA PIPELINE COMPANY LLC,NA,NA,NA,NA,NA,NA,NA,Unknown %,15.00000,NA,NA,0,NA,NA
111,1941156434,BRAVO BIDCO LTD,BTG PLC,Acquisition 100%,Completed,4011747.24935416,2018-11-20T00:00:00Z,2019-08-19T00:00:00Z,NA,NA,0.00000,100.00000,BTG,OTC Pink Market,1,0001429937,B2GOLD CORP
112,1941112138,TRANSDIGM GROUP INC.,ESTERLINE TECHNOLOGIES CORPORATION,Acquisition 100%,Completed,4000000,2018-10-09T00:00:00Z,2019-03-14T00:00:00Z,NA,NA,0.00000,100.00000,ESL,New York Stock Exchange (NYSE),1,NA,NA
113,1941149061,CHESAPEAKE ENERGY CORPORATION,WILDHORSE RESOURCE DEVELOPMENT CORPORATION,Acquisition 100%,Completed,3977000,2018-10-30T00:00:00Z,2019-02-01T00:00:00Z,NA,NA,0.00000,100.00000,WRD,New York Stock Exchange (NYSE),1,0001867729,WeRide Inc.
114,1941102538,CERBERUS CAPITAL MANAGEMENT LP,BANCO DE SABADELL SA'S PROBLEMATIC ASSETS (COLISEUM),Institutional buy-out 80%,Completed,3958869.64887606,2018-07-19T00:00:00Z,2018-07-19T00:00:00Z,NA,NA,0.00000,80.00000,NA,NA,1,NA,NA
115,1941159286,PUBLICIS GROUPE SA,EPSILON DATA MANAGEMENT LLC,Acquisition 100%,Completed,3950000,2019-04-14T00:00:00Z,2019-07-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
116,1941015444,CROWN HOLDINGS INC.,SIGNODE INDUSTRIAL GROUP HOLDINGS (BERMUDA) LTD,Acquisition 100%,Completed,3910000,2017-12-19T00:00:00Z,2018-04-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
117,1909626143,"PROCTER & GAMBLE COMPANY, THE",MERCK KGAA'S CONSUMER HEALTH BUSINESS,Acquisition 100%,Completed,3862060.81837069,2018-04-19T00:00:00Z,2018-11-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
118,1907239524,PROCTER & GAMBLE OVERSEAS INDIA BV,MERCK LTD,Acquisition 51.8%,Completed,3852989.17665978,2018-04-19T00:00:00Z,2018-12-03T00:00:00Z,NA,NA,0.00000,51.80000,MERCK,Bombay Stock Exchange / National Stock Exchange of India,1,NA,NA
119,1909616570,PLATINUM EQUITY LLC,HUSKY INJECTION MOLDING SYSTEMS LTD,Institutional buy-out 100%,Completed,3850000,2017-12-18T00:00:00Z,2018-03-29T00:00:00Z,NA,NA,0.00000,100.00000,HKY,Toronto Stock Exchange,1,NA,NA
120,1941012955,WMIH CORPORATION,NATIONSTAR MORTGAGE HOLDINGS INC.,Acquisition 100%,Completed,3802000,2018-02-12T00:00:00Z,2018-07-31T00:00:00Z,NA,NA,0.00000,100.00000,NSM,New York Stock Exchange (NYSE),1,NA,NA
121,1909575557,CENTENE CORPORATION,NEW YORK STATE CATHOLIC HEALTH PLAN INC.'S ASSETS,Acquisition 100%,Completed Assumed,3750000,2017-09-12T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
122,1941111462,ATOS SE,SYNTEL INC.,Acquisition 100%,Completed,3700000,2018-07-20T00:00:00Z,2018-10-09T00:00:00Z,NA,NA,0.00000,100.00000,SYNT,NASDAQ National Market,1,NA,NA
123,1941110274,NCI BUILDING SYSTEMS INC.,PLY GEM PARENT LLC,Acquisition 100%,Completed,3700000,2018-07-17T00:00:00Z,2018-11-16T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
124,1941067466,TRATON SE,NAVISTAR INTERNATIONAL CORPORATION,Acquisition increased from 16.755% to 100%,Completed,3700000,2020-11-07T00:00:00Z,2021-07-01T00:00:00Z,NA,NA,16.75500,83.24500,NAV,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,1,NA,NA
125,1909181796,SONY CORPORATION OF AMERICA,DH PUBLISHING LP,Acquisition increased from 40% to 100%,Completed,3659000,2018-05-22T00:00:00Z,2018-11-14T00:00:00Z,NA,NA,40.00000,60.00000,NA,NA,1,NA,NA
126,1941166551,MERCK & COMPANY INC.,ANTELLIQ HOLDINGS FRANCE SAS,Acquisition 100%,Completed,3647385.03736875,2018-12-14T00:00:00Z,2019-04-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
127,1941099582,GRAY TELEVISION INC.,RAYCOM MEDIA INC.,Acquisition 100%,Completed,3647000,2018-06-23T00:00:00Z,2019-01-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
128,1909553866,MESSER INDUSTRIES GMBH,LINDE AG'S US GASES BUSINESS,Institutional buy-out 100%,Completed,3579450,2018-07-16T00:00:00Z,2019-03-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,LINDE AG'S BRAZIL GASES BUSINESS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,LINDE AG'S CANADA GASES BUSINESS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,LINDE AG'S COLOMBIA GASES BUSINESS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
129,1909559370,SILVER RUN ACQUISITION CORPORATION II,ALTA MESA HOLDINGS LP,Acquisition 100%,Completed,3558000,2017-08-16T00:00:00Z,2018-02-09T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
130,1909632611,CRH PLC,ASH GROVE CEMENT COMPANY,Acquisition 100%,Completed,3500000,2017-09-20T00:00:00Z,2018-06-21T00:00:00Z,NA,NA,0.00000,100.00000,ASHG,OTC Bulletin Board / OTC Pink Market,1,NA,NA
131,1941135605,SIRIUS XM HOLDINGS INC.,PANDORA MEDIA INC.,Acquisition 100%,Completed,3500000,2018-09-24T00:00:00Z,2019-02-01T00:00:00Z,NA,NA,0.00000,100.00000,P,New York Stock Exchange (NYSE),1,NA,NA
132,1941025059,SILVER LAKE TECHNOLOGY MANAGEMENT LLC,BLACKHAWK NETWORK HOLDINGS INC.,Institutional buy-out increased from 5.4% to 100%,Completed,3500000,2018-01-16T00:00:00Z,2018-06-15T00:00:00Z,NA,NA,5.40000,94.60000,HAWK,NASDAQ National Market,1,NA,NA
133,1941096033,AMAZON.COM INC.,YANKEES ENTERTAINMENT & SPORTS NETWORK LLC,Acquisition increased from 20% to 100%,Completed,3470000,2019-08-29T00:00:00Z,2019-08-29T00:00:00Z,NA,NA,20.00000,80.00000,NA,NA,1,NA,NA
134,1941064370,VERTEX HOLDCO LLC,VERIFONE SYSTEMS INC.,Institutional buy-out 100%,Completed,3400000,2018-04-09T00:00:00Z,2018-08-20T00:00:00Z,NA,NA,0.00000,100.00000,PAY,New York Stock Exchange (NYSE),1,0001841156,"Paymentus Holdings, Inc."
135,1941048101,ADVENT INTERNATIONAL CORPORATION,EVONIK ROHM GMBH,Institutional buy-out 100%,Completed,3345298.35043338,2019-03-04T00:00:00Z,2019-07-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
136,1941049666,KLA-TENCOR CORPORATION,ORBOTECH LTD,Acquisition 100%,Completed,3339891,2018-03-19T00:00:00Z,2019-02-20T00:00:00Z,NA,NA,0.00000,100.00000,ORBK,NASDAQ National Market,1,NA,NA
137,1941146293,WORLEYPARSONS LTD,"JACOBS ENGINEERING GROUP INC.'S ENERGY, CHEMICALS AND RESOURCES (ECR) BUSINESS",Acquisition 100%,Completed,3300000,2018-10-21T00:00:00Z,2019-04-26T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
138,1941082723,ENBRIDGE INC.,SPECTRA ENERGY PARTNERS LP,Acquisition increased from 83.353% to 100%,Completed,3300000,2018-08-24T00:00:00Z,2018-12-17T00:00:00Z,NA,NA,83.35300,16.64700,SEP,New York Stock Exchange (NYSE),1,NA,NA
139,1941026790,LINCOLN NATIONAL CORPORATION,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,Acquisition 100%,Completed,3300000,2018-01-19T00:00:00Z,2018-05-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
140,1941122909,PEPSICO INC.,SODASTREAM INTERNATIONAL LTD,Acquisition 100%,Completed,3260495,2018-08-20T00:00:00Z,2018-12-05T00:00:00Z,NA,NA,0.00000,100.00000,SODA,NASDAQ National Market,1,NA,NA
141,1941099965,ADVENT INTERNATIONAL CORPORATION,GENERAL ELECTRIC COMPANY'S DISTRIBUTED POWER BUSINESS,Institutional buy-out 100%,Completed,3250000,2018-06-25T00:00:00Z,2018-11-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
142,1941153160,II-VI INC.,FINISAR CORPORATION,Acquisition 100%,Completed,3200000,2018-11-09T00:00:00Z,2019-09-24T00:00:00Z,NA,NA,0.00000,100.00000,FNSR,NASDAQ National Market,1,NA,NA
143,1941091379,GIP III STETSON I LP,ENLINK MIDSTREAM LLC,Institutional buy-out 63.521%,Completed Assumed,3125000,2018-06-06T00:00:00Z,NA,NA,NA,0.00000,63.52100,ENLC,New York Stock Exchange (NYSE),0,NA,NA
144,1909565095,7-ELEVEN INC.,SUNOCO LP'S MAJORITY OF CONVENIENCE STORE BUSINESS AND GASOLINE RETAIL BUSINESS,Acquisition 100%,Completed,3114000,2017-04-06T00:00:00Z,2018-01-23T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
145,1909568820,VERIZON COMMUNICATIONS INC.,STRAIGHT PATH COMMUNICATIONS INC.,Acquisition 100%,Completed,3100000,2017-05-11T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0.00000,100.00000,STRP,NYSE MKT,1,NA,NA
146,1941103560,UBER TECHNOLOGIES INC.,CAREEM NETWORKS FZ LLC,Acquisition 100%,Completed,3100000,2019-03-26T00:00:00Z,2020-01-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
147,1941074416,HELLMAN & FRIEDMAN LLC,FINANCIAL ENGINES INC.,Institutional buy-out 100%,Completed,3020000,2018-04-30T00:00:00Z,2018-06-19T00:00:00Z,NA,NA,0.00000,100.00000,FNGN,NASDAQ National Market,1,NA,NA
148,1941048968,ALTRA INDUSTRIAL MOTION CORPORATION,STEVENS HOLDING COMPANY INC.,Acquisition 100%,Completed Assumed,3000000,2018-03-07T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
149,1909605440,PRYSMIAN SPA,GENERAL CABLE CORPORATION,Acquisition 100%,Completed,3000000,2017-12-04T00:00:00Z,2018-06-06T00:00:00Z,NA,NA,0.00000,100.00000,BGC,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,1,0001094831,"BGC Group, Inc."
150,1943060017,KCC CORPORATION,MPM HOLDING COMPANY,Institutional buy-out 100%,Completed,3000000,2018-09-12T00:00:00Z,2019-05-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
151,1941143573,TWILIO INC.,SENDGRID INC.,Acquisition 100%,Completed,3000000,2018-10-15T00:00:00Z,2019-02-01T00:00:00Z,NA,NA,0.00000,100.00000,SEND,New York Stock Exchange (NYSE),1,NA,NA
152,1941027672,LEONARD GREEN & PARTNERS LP,SRS DISTRIBUTION INC.,Institutional buy-out 100%,Completed Assumed,3000000,2018-04-24T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
153,1941128340,GETTY FAMILY,GETTY IMAGES INC.,Acquisition 100%,Completed Assumed,3000000,2018-09-04T00:00:00Z,NA,NA,NA,0.00000,100.00000,GYI,New York Stock Exchange (NYSE),0,NA,NA
154,1941021763,"BLACKSTONE GROUP LP, THE",PURE INDUSTRIAL REAL ESTATE TRUST,Acquisition 100%,Completed,2959573.90192707,2018-01-09T00:00:00Z,2018-05-24T00:00:00Z,NA,NA,0.00000,100.00000,AAR.UN,Toronto Stock Exchange / Pink Sheets Grey Market,1,NA,NA
155,1941113664,UNITED NATURAL FOODS INC.,SUPERVALU INC.,Acquisition 100%,Completed,2900000,2018-07-26T00:00:00Z,2018-10-22T00:00:00Z,NA,NA,0.00000,100.00000,SVU,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,1,NA,NA
156,1941112288,SYNOVUS FINANCIAL CORPORATION,FCB FINANCIAL HOLDINGS INC.,Acquisition 100%,Completed,2900000,2018-07-24T00:00:00Z,2019-01-02T00:00:00Z,NA,NA,0.00000,100.00000,FCB,New York Stock Exchange (NYSE),1,NA,NA
157,1909653260,ARBY'S RESTAURANT GROUP INC.,BUFFALO WILD WINGS INC.,Acquisition 100%,Completed,2900000,2017-11-28T00:00:00Z,2018-02-05T00:00:00Z,NA,NA,0.00000,100.00000,BWLD,NASDAQ National Market,1,NA,NA
158,1941149392,MITSUBISHI UFJ TRUST AND BANKING CORPORATION,FIRST STATE INVESTMENTS UK HOLDINGS LTD,Acquisition 100%,Completed,2856694.49699822,2018-10-31T00:00:00Z,2019-08-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,COLONIAL FIRST STATE ASSET MANAGEMENT (AUSTRALIA) LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,COLONIAL FIRST STATE MANAGED INFRASTRUCTURE LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,COLONIAL FIRST STATE INFRASTRUCTURE HOLDINGS LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,FIRST STATE INVESTMENT MANAGERS (ASIA) LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,FIRST STATE INVESTMENTS (US) LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,REALINDEX INVESTMENTS PTY LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,CFSGAM IP HOLDINGS PTY LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,CFSGAM SERVICES PTY LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
159,1941055089,TPG PACE ENERGY HOLDINGS CORPORATION,ENERVEST LTD'S SOUTH TEXAS DIVISION OIL AND GAS ASSETS,Acquisition 100%,Completed Assumed,2837000,2018-03-20T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
160,1939049847,GFL ENVIRONMENTAL INC.,WASTE INDUSTRIES USA INC.,Acquisition 100%,Completed,2825000,2018-10-10T00:00:00Z,2018-11-15T00:00:00Z,NA,NA,0.00000,100.00000,WWIN,OTC Bulletin Board,1,NA,NA
161,1909627980,BORDEAUX HOLDING SPA,BANMEDICA SA,Acquisition 96.074%,Completed,2803099.95552381,2017-12-22T00:00:00Z,2018-04-12T00:00:00Z,NA,NA,Unknown %,96.07400,BANMEDICA,La Bolsa Electronica de Chile,1,NA,NA
162,1941074347,"HEARST CORPORATION, THE",FITCH INC.,Acquisition increased from 80% to 100%,Completed,2800000,2018-04-12T00:00:00Z,2018-04-12T00:00:00Z,NA,NA,80.00000,20.00000,NA,NA,1,NA,NA
163,1941112365,NOVELIS INC.,ALERIS CORPORATION,Acquisition 100%,Completed,2800000,2018-07-26T00:00:00Z,2020-04-14T00:00:00Z,NA,NA,0.00000,100.00000,ARS,NA,1,NA,NA
164,1909592981,FERRERO SPA,NESTLE SA'S CONFECTIONERY BUSINESS IN THE USA,Acquisition 100%,Completed,2800000,2018-01-16T00:00:00Z,2018-03-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
165,1909515215,MEREDITH CORPORATION,TIME INC.,Acquisition 100%,Completed,2800000,2017-11-26T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,0.00000,100.00000,TIME,New York Stock Exchange (NYSE),1,NA,NA
166,1941041290,FORTIVE CORPORATION,ADVANCED STERILIZATION PRODUCTS SERVICES INC.,Acquisition 100%,Completed,2800000,2018-06-06T00:00:00Z,2019-04-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
167,1909596362,GLOBAL INFRACO SPAIN SL,OHL INFRASTRUCTURE INC,Acquisition 100%,Completed Assumed,2753744.96994906,2017-10-16T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
168,1941155474,CERBERUS CAPITAL MANAGEMENT LP,NORDDEUTSCHE LANDESBANK GIROZENTRALE'S NON-PERFORMING SHIPPING LOANS,Institutional buy-out 90%,Completed,2735382.49381295,2019-02-02T00:00:00Z,2019-04-09T00:00:00Z,NA,NA,0.00000,90.00000,NA,NA,1,NA,NA
169,1941471033,DAWN MERGER SUB II LLC,LUMINAR TECHNOLOGIES INC.,Acquisition 100%,Completed,2718000,2020-08-24T00:00:00Z,2020-12-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
170,1941102563,DEUTSCHE BANK AG,BANCO DE SABADELL SA'S PROBLEMATIC ASSETS (MAKALU),Acquisition 100%,Completed Assumed,2674813.4539672,2018-07-24T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
171,1941268552,BEACON ROOFING SUPPLY INC.,CRH PLC'S AMERICAS DISTRIBUTION DIVISION,Acquisition 100%,Completed,2630000,2017-08-24T00:00:00Z,2018-01-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
172,1909621884,BEACON ROOFING SUPPLY INC.,ALLIED BUILDING PRODUCTS CORPORATION,Acquisition 100%,Completed,2625000,2017-08-24T00:00:00Z,2018-01-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,KAPALAMA KILGOS ACQUISITION CORPORATION,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
173,1941111167,STATE STREET CORPORATION,CHARLES RIVER SYSTEMS INC.,Acquisition 100%,Completed Assumed,2600000,2018-07-20T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
174,1941101283,APOLLO GLOBAL MANAGEMENT LLC,ASPEN INSURANCE HOLDINGS LTD,Institutional buy-out 100%,Completed,2600000,2018-08-28T00:00:00Z,2019-02-15T00:00:00Z,NA,NA,0.00000,100.00000,AHL,OTC Bulletin Board / NASDAQ OMX PHLX,1,0001267395,ASPEN INSURANCE HOLDINGS LTD
175,1909485600,TECH DATA CORPORATION,AVNET INC.'S TECHNOLOGY SOLUTIONS BUSINESS,Acquisition 100%,Completed,2600000,2016-09-19T00:00:00Z,2018-06-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
176,1909520511,ABB LTD,GE INDUSTRIAL SOLUTIONS INC.,Acquisition 100%,Completed,2600000,2017-09-25T00:00:00Z,2018-06-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
177,1941118668,STARWOOD PROPERTY TRUST INC.,GE CAPITAL'S ENERGY PROJECT FINANCE DEBT BUSINESS AND LOAN PORTFOLIO,Acquisition 100%,Completed Assumed,2560000,2018-08-08T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
178,1941102702,MARCEL BIDCO GMBH,SUSE LINUX GMBH,Institutional buy-out 100%,Completed,2535000,2018-07-02T00:00:00Z,2019-03-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,SUSE LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,SUSE INTERNATIONAL HOLDINGS GMBH,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
179,1941147983,APOLLO GLOBAL MANAGEMENT LLC,DIRECT CHASSISLINK INC.,Institutional buy-out 80%,Completed,2500000,2019-03-07T00:00:00Z,2019-04-10T00:00:00Z,NA,NA,0.00000,80.00000,NA,NA,1,NA,NA
NA,NA,NA,BLUME GLOBAL INC.,NA,NA,NA,NA,NA,NA,NA,0.00000,80.00000,NA,NA,0,NA,NA
180,1941147248,WPX ENERGY INC.,FELIX ENERGY HOLDINGS II LLC,Acquisition 100%,Completed,2500000,2019-12-16T00:00:00Z,2020-03-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
181,1941086024,BAIN CAPITAL PRIVATE EQUITY LP,VARSITY BRANDS HOLDING COMPANY INC.,Institutional buy-out 100%,Completed Assumed,2500000,2018-06-19T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
182,1909642500,TWG HOLDINGS LTD,"WARRANTY GROUP INC., THE",Acquisition 100%,Completed Assumed,2500000,2017-10-18T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
183,1941130121,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,ENGILITY HOLDINGS INC.,Acquisition 100%,Completed,2500000,2018-09-10T00:00:00Z,2019-01-14T00:00:00Z,NA,NA,0.00000,100.00000,EGL,New York Stock Exchange (NYSE),1,NA,NA
184,1941046311,WELLCARE HEALTH PLANS INC.,MERIDIAN HEALTH PLAN OF MICHIGAN INC.,Acquisition 100%,Completed Assumed,2500000,2018-05-29T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,MERIDIAN HEALTH PLAN OF ILLINOIS INC.,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,MERIDIANRX LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
185,1941079989,CONCENTRIX CVG CORPORATION,CONVERGYS CORPORATION,Acquisition 100%,Completed,2430000,2018-06-28T00:00:00Z,2018-10-05T00:00:00Z,NA,NA,0.00000,100.00000,CVG,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,1,NA,NA
186,1909438197,TCMI INC.,SPORTRADAR AG,Institutional buy-out 100%,Completed,2425700.22737555,2018-07-09T00:00:00Z,2018-10-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
187,1941013625,"BLACKSTONE GROUP LP, THE",CIRSA GAMING CORPORATION SA,Institutional buy-out 100%,Completed,2415800.30028398,2018-04-30T00:00:00Z,2018-04-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
188,1941243171,BAIN CAPITAL LP,KANTAR UK LTD,Institutional buy-out 60%,Completed,2400000,2019-07-12T00:00:00Z,2019-12-05T00:00:00Z,NA,NA,0.00000,60.00000,NA,NA,1,NA,NA
189,1909655483,LHC GROUP INC.,ALMOST FAMILY INC.,Acquisition 100%,Completed,2400000,2017-11-16T00:00:00Z,2018-04-02T00:00:00Z,NA,NA,0.00000,100.00000,AFAM,NASDAQ National Market,1,NA,NA
